cases,region,date
1,REGION V-BICOL REGION,26/02/2017
1,REGION V-BICOL REGION,03/05/2017
1,REGION V-BICOL REGION,03/12/2017
1,REGION V-BICOL REGION,19/03/2017
0,REGION V-BICOL REGION,26/03/2017
3,REGION V-BICOL REGION,04/02/2017
2,REGION V-BICOL REGION,04/09/2017
3,REGION V-BICOL REGION,16/04/2017
3,REGION V-BICOL REGION,23/04/2017
1,REGION V-BICOL REGION,30/04/2017
0,REGION V-BICOL REGION,05/07/2017
1,REGION V-BICOL REGION,14/05/2017
0,REGION V-BICOL REGION,21/05/2017
1,REGION V-BICOL REGION,28/05/2017
0,REGION V-BICOL REGION,06/04/2017
0,REGION V-BICOL REGION,06/11/2017
6,REGION V-BICOL REGION,18/06/2017
3,REGION V-BICOL REGION,25/06/2017
2,REGION V-BICOL REGION,07/02/2017
8,REGION V-BICOL REGION,07/09/2017
6,REGION V-BICOL REGION,16/07/2017
10,REGION V-BICOL REGION,23/07/2017
1,REGION V-BICOL REGION,30/07/2017
8,REGION V-BICOL REGION,08/06/2017
9,REGION V-BICOL REGION,13/08/2017
10,REGION V-BICOL REGION,20/08/2017
10,REGION V-BICOL REGION,27/08/2017
8,REGION V-BICOL REGION,09/03/2017
11,REGION V-BICOL REGION,09/10/2017
4,REGION V-BICOL REGION,17/09/2017
9,REGION V-BICOL REGION,24/09/2017
12,REGION V-BICOL REGION,10/01/2017
4,REGION V-BICOL REGION,10/08/2017
4,REGION V-BICOL REGION,15/10/2017
1,REGION V-BICOL REGION,22/10/2017
7,REGION V-BICOL REGION,29/10/2017
4,REGION V-BICOL REGION,11/05/2017
3,REGION V-BICOL REGION,11/12/2017
3,REGION V-BICOL REGION,19/11/2017
10,REGION V-BICOL REGION,26/11/2017
9,REGION V-BICOL REGION,12/03/2017
5,REGION V-BICOL REGION,12/10/2017
9,REGION V-BICOL REGION,17/12/2017
0,REGION V-BICOL REGION,24/12/2017
2,REGION V-BICOL REGION,31/12/2017
14,REGION V-BICOL REGION,01/08/2017
9,REGION V-BICOL REGION,15/01/2017
25,REGION V-BICOL REGION,22/01/2017
9,REGION V-BICOL REGION,29/01/2017
19,REGION V-BICOL REGION,02/05/2017
14,REGION V-BICOL REGION,02/12/2017
12,REGION V-BICOL REGION,19/02/2017
11,REGION V-BICOL REGION,26/02/2017
11,REGION V-BICOL REGION,03/05/2017
11,REGION V-BICOL REGION,03/12/2017
2,REGION V-BICOL REGION,19/03/2017
1,REGION V-BICOL REGION,26/03/2017
8,REGION V-BICOL REGION,04/02/2017
5,REGION V-BICOL REGION,04/09/2017
5,REGION V-BICOL REGION,16/04/2017
2,REGION V-BICOL REGION,23/04/2017
4,REGION V-BICOL REGION,30/04/2017
5,REGION V-BICOL REGION,05/07/2017
1,REGION V-BICOL REGION,14/05/2017
7,REGION V-BICOL REGION,21/05/2017
6,REGION V-BICOL REGION,28/05/2017
12,REGION V-BICOL REGION,06/04/2017
15,REGION V-BICOL REGION,06/11/2017
14,REGION V-BICOL REGION,18/06/2017
21,REGION V-BICOL REGION,25/06/2017
28,REGION V-BICOL REGION,07/02/2017
20,REGION V-BICOL REGION,07/09/2017
49,REGION V-BICOL REGION,16/07/2017
38,REGION V-BICOL REGION,23/07/2017
52,REGION V-BICOL REGION,30/07/2017
48,REGION V-BICOL REGION,08/06/2017
70,REGION V-BICOL REGION,13/08/2017
61,REGION V-BICOL REGION,20/08/2017
45,REGION V-BICOL REGION,27/08/2017
49,REGION V-BICOL REGION,09/03/2017
50,REGION V-BICOL REGION,09/10/2017
55,REGION V-BICOL REGION,17/09/2017
48,REGION V-BICOL REGION,24/09/2017
24,REGION V-BICOL REGION,10/01/2017
58,REGION V-BICOL REGION,10/08/2017
75,REGION V-BICOL REGION,15/10/2017
47,REGION V-BICOL REGION,22/10/2017
59,REGION V-BICOL REGION,29/10/2017
37,REGION V-BICOL REGION,11/05/2017
20,REGION V-BICOL REGION,11/12/2017
31,REGION V-BICOL REGION,19/11/2017
26,REGION V-BICOL REGION,26/11/2017
28,REGION V-BICOL REGION,12/03/2017
52,REGION V-BICOL REGION,12/10/2017
27,REGION V-BICOL REGION,17/12/2017
8,REGION V-BICOL REGION,24/12/2017
3,REGION V-BICOL REGION,31/12/2017
0,REGION V-BICOL REGION,01/08/2017
1,REGION V-BICOL REGION,15/01/2017
2,REGION V-BICOL REGION,22/01/2017
0,REGION V-BICOL REGION,29/01/2017
1,REGION V-BICOL REGION,02/05/2017
2,REGION V-BICOL REGION,02/12/2017
1,REGION V-BICOL REGION,19/02/2017
1,REGION V-BICOL REGION,26/02/2017
1,REGION V-BICOL REGION,03/05/2017
1,REGION V-BICOL REGION,03/12/2017
0,REGION V-BICOL REGION,19/03/2017
3,REGION V-BICOL REGION,26/03/2017
1,REGION V-BICOL REGION,04/02/2017
0,REGION V-BICOL REGION,04/09/2017
0,REGION V-BICOL REGION,16/04/2017
0,REGION V-BICOL REGION,23/04/2017
3,REGION V-BICOL REGION,30/04/2017
1,REGION V-BICOL REGION,05/07/2017
0,REGION V-BICOL REGION,14/05/2017
0,REGION V-BICOL REGION,21/05/2017
0,REGION V-BICOL REGION,28/05/2017
0,REGION V-BICOL REGION,06/04/2017
0,REGION V-BICOL REGION,06/11/2017
0,REGION V-BICOL REGION,18/06/2017
3,REGION V-BICOL REGION,25/06/2017
4,REGION V-BICOL REGION,07/02/2017
0,REGION V-BICOL REGION,07/09/2017
1,REGION V-BICOL REGION,16/07/2017
2,REGION V-BICOL REGION,23/07/2017
0,REGION V-BICOL REGION,30/07/2017
2,REGION V-BICOL REGION,08/06/2017
0,REGION V-BICOL REGION,13/08/2017
1,REGION V-BICOL REGION,20/08/2017
2,REGION V-BICOL REGION,27/08/2017
1,REGION V-BICOL REGION,09/03/2017
0,REGION V-BICOL REGION,09/10/2017
0,REGION V-BICOL REGION,17/09/2017
2,REGION V-BICOL REGION,24/09/2017
1,REGION V-BICOL REGION,10/01/2017
3,REGION V-BICOL REGION,10/08/2017
1,REGION V-BICOL REGION,15/10/2017
3,REGION V-BICOL REGION,22/10/2017
5,REGION V-BICOL REGION,29/10/2017
0,REGION V-BICOL REGION,11/05/2017
0,REGION V-BICOL REGION,11/12/2017
2,REGION V-BICOL REGION,19/11/2017
0,REGION V-BICOL REGION,26/11/2017
1,REGION V-BICOL REGION,12/03/2017
4,REGION V-BICOL REGION,12/10/2017
3,REGION V-BICOL REGION,17/12/2017
0,REGION V-BICOL REGION,24/12/2017
0,REGION V-BICOL REGION,31/12/2017
128,REGION IV-A-CALABARZON,01/08/2017
130,REGION IV-A-CALABARZON,15/01/2017
98,REGION IV-A-CALABARZON,22/01/2017
97,REGION IV-A-CALABARZON,29/01/2017
75,REGION IV-A-CALABARZON,02/05/2017
97,REGION IV-A-CALABARZON,02/12/2017
72,REGION IV-A-CALABARZON,19/02/2017
91,REGION IV-A-CALABARZON,26/02/2017
59,REGION IV-A-CALABARZON,03/05/2017
63,REGION IV-A-CALABARZON,03/12/2017
49,REGION IV-A-CALABARZON,19/03/2017
39,REGION IV-A-CALABARZON,26/03/2017
46,REGION IV-A-CALABARZON,04/02/2017
33,REGION IV-A-CALABARZON,04/09/2017
26,REGION IV-A-CALABARZON,16/04/2017
25,REGION IV-A-CALABARZON,23/04/2017
28,REGION IV-A-CALABARZON,30/04/2017
25,REGION IV-A-CALABARZON,05/07/2017
30,REGION IV-A-CALABARZON,14/05/2017
22,REGION IV-A-CALABARZON,21/05/2017
19,REGION IV-A-CALABARZON,28/05/2017
20,REGION IV-A-CALABARZON,06/04/2017
20,REGION IV-A-CALABARZON,06/11/2017
53,REGION IV-A-CALABARZON,18/06/2017
60,REGION IV-A-CALABARZON,25/06/2017
78,REGION IV-A-CALABARZON,07/02/2017
111,REGION IV-A-CALABARZON,07/09/2017
133,REGION IV-A-CALABARZON,16/07/2017
186,REGION IV-A-CALABARZON,23/07/2017
164,REGION IV-A-CALABARZON,30/07/2017
172,REGION IV-A-CALABARZON,08/06/2017
187,REGION IV-A-CALABARZON,13/08/2017
198,REGION IV-A-CALABARZON,20/08/2017
205,REGION IV-A-CALABARZON,27/08/2017
127,REGION IV-A-CALABARZON,09/03/2017
174,REGION IV-A-CALABARZON,09/10/2017
147,REGION IV-A-CALABARZON,17/09/2017
166,REGION IV-A-CALABARZON,24/09/2017
166,REGION IV-A-CALABARZON,10/01/2017
145,REGION IV-A-CALABARZON,10/08/2017
156,REGION IV-A-CALABARZON,15/10/2017
187,REGION IV-A-CALABARZON,22/10/2017
211,REGION IV-A-CALABARZON,29/10/2017
216,REGION IV-A-CALABARZON,11/05/2017
211,REGION IV-A-CALABARZON,11/12/2017
189,REGION IV-A-CALABARZON,19/11/2017
272,REGION IV-A-CALABARZON,26/11/2017
268,REGION IV-A-CALABARZON,12/03/2017
273,REGION IV-A-CALABARZON,12/10/2017
277,REGION IV-A-CALABARZON,17/12/2017
202,REGION IV-A-CALABARZON,24/12/2017
177,REGION IV-A-CALABARZON,31/12/2017
6,Region I-ILOCOS REGION,01/08/2017
4,Region I-ILOCOS REGION,15/01/2017
3,Region I-ILOCOS REGION,22/01/2017
7,Region I-ILOCOS REGION,29/01/2017
2,Region I-ILOCOS REGION,02/05/2017
4,Region I-ILOCOS REGION,02/12/2017
4,Region I-ILOCOS REGION,19/02/2017
2,Region I-ILOCOS REGION,26/02/2017
3,Region I-ILOCOS REGION,03/05/2017
6,Region I-ILOCOS REGION,03/12/2017
2,Region I-ILOCOS REGION,19/03/2017
1,Region I-ILOCOS REGION,26/03/2017
4,Region I-ILOCOS REGION,04/02/2017
3,Region I-ILOCOS REGION,04/09/2017
0,Region I-ILOCOS REGION,16/04/2017
3,Region I-ILOCOS REGION,23/04/2017
3,Region I-ILOCOS REGION,30/04/2017
4,Region I-ILOCOS REGION,05/07/2017
2,Region I-ILOCOS REGION,14/05/2017
5,Region I-ILOCOS REGION,21/05/2017
4,Region I-ILOCOS REGION,28/05/2017
2,Region I-ILOCOS REGION,06/04/2017
6,Region I-ILOCOS REGION,06/11/2017
10,Region I-ILOCOS REGION,18/06/2017
22,Region I-ILOCOS REGION,25/06/2017
7,Region I-ILOCOS REGION,07/02/2017
8,Region I-ILOCOS REGION,07/09/2017
10,Region I-ILOCOS REGION,16/07/2017
17,Region I-ILOCOS REGION,23/07/2017
15,Region I-ILOCOS REGION,30/07/2017
16,Region I-ILOCOS REGION,08/06/2017
18,Region I-ILOCOS REGION,13/08/2017
13,Region I-ILOCOS REGION,20/08/2017
15,Region I-ILOCOS REGION,27/08/2017
16,Region I-ILOCOS REGION,09/03/2017
16,Region I-ILOCOS REGION,09/10/2017
11,Region I-ILOCOS REGION,17/09/2017
12,Region I-ILOCOS REGION,24/09/2017
10,Region I-ILOCOS REGION,10/01/2017
12,Region I-ILOCOS REGION,10/08/2017
14,Region I-ILOCOS REGION,15/10/2017
10,Region I-ILOCOS REGION,22/10/2017
17,Region I-ILOCOS REGION,29/10/2017
15,Region I-ILOCOS REGION,11/05/2017
16,Region I-ILOCOS REGION,11/12/2017
12,Region I-ILOCOS REGION,19/11/2017
16,Region I-ILOCOS REGION,26/11/2017
14,Region I-ILOCOS REGION,12/03/2017
11,Region I-ILOCOS REGION,12/10/2017
15,Region I-ILOCOS REGION,17/12/2017
12,Region I-ILOCOS REGION,24/12/2017
14,Region I-ILOCOS REGION,31/12/2017
5,Region I-ILOCOS REGION,01/08/2017
2,Region I-ILOCOS REGION,15/01/2017
5,Region I-ILOCOS REGION,22/01/2017
5,Region I-ILOCOS REGION,29/01/2017
4,Region I-ILOCOS REGION,02/05/2017
1,Region I-ILOCOS REGION,02/12/2017
2,Region I-ILOCOS REGION,19/02/2017
2,Region I-ILOCOS REGION,26/02/2017
2,Region I-ILOCOS REGION,03/05/2017
0,Region I-ILOCOS REGION,03/12/2017
0,Region I-ILOCOS REGION,19/03/2017
5,Region I-ILOCOS REGION,26/03/2017
3,Region I-ILOCOS REGION,04/02/2017
3,Region I-ILOCOS REGION,04/09/2017
2,Region I-ILOCOS REGION,16/04/2017
6,Region I-ILOCOS REGION,23/04/2017
3,Region I-ILOCOS REGION,30/04/2017
5,Region I-ILOCOS REGION,05/07/2017
3,Region I-ILOCOS REGION,14/05/2017
1,Region I-ILOCOS REGION,21/05/2017
4,Region I-ILOCOS REGION,28/05/2017
0,Region I-ILOCOS REGION,06/04/2017
5,Region I-ILOCOS REGION,06/11/2017
4,Region I-ILOCOS REGION,18/06/2017
2,Region I-ILOCOS REGION,25/06/2017
3,Region I-ILOCOS REGION,07/02/2017
4,Region I-ILOCOS REGION,07/09/2017
8,Region I-ILOCOS REGION,16/07/2017
13,Region I-ILOCOS REGION,23/07/2017
15,Region I-ILOCOS REGION,30/07/2017
15,Region I-ILOCOS REGION,08/06/2017
27,Region I-ILOCOS REGION,13/08/2017
17,Region I-ILOCOS REGION,20/08/2017
22,Region I-ILOCOS REGION,27/08/2017
23,Region I-ILOCOS REGION,09/03/2017
19,Region I-ILOCOS REGION,09/10/2017
7,Region I-ILOCOS REGION,17/09/2017
7,Region I-ILOCOS REGION,24/09/2017
6,Region I-ILOCOS REGION,10/01/2017
5,Region I-ILOCOS REGION,10/08/2017
16,Region I-ILOCOS REGION,15/10/2017
10,Region I-ILOCOS REGION,22/10/2017
14,Region I-ILOCOS REGION,29/10/2017
11,Region I-ILOCOS REGION,11/05/2017
8,Region I-ILOCOS REGION,11/12/2017
7,Region I-ILOCOS REGION,19/11/2017
8,Region I-ILOCOS REGION,26/11/2017
4,Region I-ILOCOS REGION,12/03/2017
11,Region I-ILOCOS REGION,12/10/2017
12,Region I-ILOCOS REGION,17/12/2017
4,Region I-ILOCOS REGION,24/12/2017
5,Region I-ILOCOS REGION,31/12/2017
11,Region I-ILOCOS REGION,01/08/2017
10,Region I-ILOCOS REGION,15/01/2017
4,Region I-ILOCOS REGION,22/01/2017
7,Region I-ILOCOS REGION,29/01/2017
12,Region I-ILOCOS REGION,02/05/2017
9,Region I-ILOCOS REGION,02/12/2017
11,Region I-ILOCOS REGION,19/02/2017
6,Region I-ILOCOS REGION,26/02/2017
6,Region I-ILOCOS REGION,03/05/2017
8,Region I-ILOCOS REGION,03/12/2017
4,Region I-ILOCOS REGION,19/03/2017
6,Region I-ILOCOS REGION,26/03/2017
11,Region I-ILOCOS REGION,04/02/2017
6,Region I-ILOCOS REGION,04/09/2017
5,Region I-ILOCOS REGION,16/04/2017
4,Region I-ILOCOS REGION,23/04/2017
7,Region I-ILOCOS REGION,30/04/2017
5,Region I-ILOCOS REGION,05/07/2017
4,Region I-ILOCOS REGION,14/05/2017
7,Region I-ILOCOS REGION,21/05/2017
11,Region I-ILOCOS REGION,28/05/2017
10,Region I-ILOCOS REGION,06/04/2017
7,Region I-ILOCOS REGION,06/11/2017
15,Region I-ILOCOS REGION,18/06/2017
20,Region I-ILOCOS REGION,25/06/2017
9,Region I-ILOCOS REGION,07/02/2017
19,Region I-ILOCOS REGION,07/09/2017
21,Region I-ILOCOS REGION,16/07/2017
43,Region I-ILOCOS REGION,23/07/2017
41,Region I-ILOCOS REGION,30/07/2017
38,Region I-ILOCOS REGION,08/06/2017
54,Region I-ILOCOS REGION,13/08/2017
81,Region I-ILOCOS REGION,20/08/2017
76,Region I-ILOCOS REGION,27/08/2017
60,Region I-ILOCOS REGION,09/03/2017
80,Region I-ILOCOS REGION,09/10/2017
61,Region I-ILOCOS REGION,17/09/2017
66,Region I-ILOCOS REGION,24/09/2017
31,Region I-ILOCOS REGION,10/01/2017
52,Region I-ILOCOS REGION,10/08/2017
42,Region I-ILOCOS REGION,15/10/2017
30,Region I-ILOCOS REGION,22/10/2017
48,Region I-ILOCOS REGION,29/10/2017
25,Region I-ILOCOS REGION,11/05/2017
25,Region I-ILOCOS REGION,11/12/2017
37,Region I-ILOCOS REGION,19/11/2017
16,Region I-ILOCOS REGION,26/11/2017
9,Region I-ILOCOS REGION,12/03/2017
17,Region I-ILOCOS REGION,12/10/2017
12,Region I-ILOCOS REGION,17/12/2017
5,Region I-ILOCOS REGION,24/12/2017
8,Region I-ILOCOS REGION,31/12/2017
30,Region II-CAGAYAN VALLEY,01/08/2017
38,Region II-CAGAYAN VALLEY,15/01/2017
20,Region II-CAGAYAN VALLEY,22/01/2017
13,Region II-CAGAYAN VALLEY,29/01/2017
11,Region II-CAGAYAN VALLEY,02/05/2017
17,Region II-CAGAYAN VALLEY,02/12/2017
16,Region II-CAGAYAN VALLEY,19/02/2017
14,Region II-CAGAYAN VALLEY,26/02/2017
14,Region II-CAGAYAN VALLEY,03/05/2017
19,Region II-CAGAYAN VALLEY,03/12/2017
13,Region II-CAGAYAN VALLEY,19/03/2017
12,Region II-CAGAYAN VALLEY,26/03/2017
14,Region II-CAGAYAN VALLEY,04/02/2017
17,Region II-CAGAYAN VALLEY,04/09/2017
11,Region II-CAGAYAN VALLEY,16/04/2017
7,Region II-CAGAYAN VALLEY,23/04/2017
8,Region II-CAGAYAN VALLEY,30/04/2017
5,Region II-CAGAYAN VALLEY,05/07/2017
13,Region II-CAGAYAN VALLEY,14/05/2017
8,Region II-CAGAYAN VALLEY,21/05/2017
5,Region II-CAGAYAN VALLEY,28/05/2017
11,Region II-CAGAYAN VALLEY,06/04/2017
14,Region II-CAGAYAN VALLEY,06/11/2017
32,Region II-CAGAYAN VALLEY,18/06/2017
23,Region II-CAGAYAN VALLEY,25/06/2017
64,Region II-CAGAYAN VALLEY,07/02/2017
62,Region II-CAGAYAN VALLEY,07/09/2017
38,Region II-CAGAYAN VALLEY,16/07/2017
43,Region II-CAGAYAN VALLEY,23/07/2017
54,Region II-CAGAYAN VALLEY,30/07/2017
47,Region II-CAGAYAN VALLEY,08/06/2017
89,Region II-CAGAYAN VALLEY,13/08/2017
68,Region II-CAGAYAN VALLEY,20/08/2017
56,Region II-CAGAYAN VALLEY,27/08/2017
48,Region II-CAGAYAN VALLEY,09/03/2017
60,Region II-CAGAYAN VALLEY,09/10/2017
54,Region II-CAGAYAN VALLEY,17/09/2017
55,Region II-CAGAYAN VALLEY,24/09/2017
66,Region II-CAGAYAN VALLEY,10/01/2017
77,Region II-CAGAYAN VALLEY,10/08/2017
68,Region II-CAGAYAN VALLEY,15/10/2017
63,Region II-CAGAYAN VALLEY,22/10/2017
114,Region II-CAGAYAN VALLEY,29/10/2017
83,Region II-CAGAYAN VALLEY,11/05/2017
67,Region II-CAGAYAN VALLEY,11/12/2017
118,Region II-CAGAYAN VALLEY,19/11/2017
67,Region II-CAGAYAN VALLEY,26/11/2017
69,Region II-CAGAYAN VALLEY,12/03/2017
52,Region II-CAGAYAN VALLEY,12/10/2017
44,Region II-CAGAYAN VALLEY,17/12/2017
22,Region II-CAGAYAN VALLEY,24/12/2017
29,Region II-CAGAYAN VALLEY,31/12/2017
23,Region I-ILOCOS REGION,01/08/2017
21,Region I-ILOCOS REGION,15/01/2017
17,Region I-ILOCOS REGION,22/01/2017
11,Region I-ILOCOS REGION,29/01/2017
9,Region I-ILOCOS REGION,02/05/2017
12,Region I-ILOCOS REGION,02/12/2017
6,Region I-ILOCOS REGION,19/02/2017
10,Region I-ILOCOS REGION,26/02/2017
10,Region I-ILOCOS REGION,03/05/2017
10,Region I-ILOCOS REGION,03/12/2017
11,Region I-ILOCOS REGION,19/03/2017
9,Region I-ILOCOS REGION,26/03/2017
2,Region I-ILOCOS REGION,04/02/2017
5,Region I-ILOCOS REGION,04/09/2017
7,Region I-ILOCOS REGION,16/04/2017
10,Region I-ILOCOS REGION,23/04/2017
5,Region I-ILOCOS REGION,30/04/2017
3,Region I-ILOCOS REGION,05/07/2017
13,Region I-ILOCOS REGION,14/05/2017
2,Region I-ILOCOS REGION,21/05/2017
1,Region I-ILOCOS REGION,28/05/2017
7,Region I-ILOCOS REGION,06/04/2017
9,Region I-ILOCOS REGION,06/11/2017
3,Region I-ILOCOS REGION,18/06/2017
6,Region I-ILOCOS REGION,25/06/2017
19,Region I-ILOCOS REGION,07/02/2017
25,Region I-ILOCOS REGION,07/09/2017
22,Region I-ILOCOS REGION,16/07/2017
24,Region I-ILOCOS REGION,23/07/2017
24,Region I-ILOCOS REGION,30/07/2017
40,Region I-ILOCOS REGION,08/06/2017
62,Region I-ILOCOS REGION,13/08/2017
59,Region I-ILOCOS REGION,20/08/2017
57,Region I-ILOCOS REGION,27/08/2017
60,Region I-ILOCOS REGION,09/03/2017
44,Region I-ILOCOS REGION,09/10/2017
35,Region I-ILOCOS REGION,17/09/2017
34,Region I-ILOCOS REGION,24/09/2017
28,Region I-ILOCOS REGION,10/01/2017
18,Region I-ILOCOS REGION,10/08/2017
22,Region I-ILOCOS REGION,15/10/2017
12,Region I-ILOCOS REGION,22/10/2017
25,Region I-ILOCOS REGION,29/10/2017
30,Region I-ILOCOS REGION,11/05/2017
13,Region I-ILOCOS REGION,11/12/2017
14,Region I-ILOCOS REGION,19/11/2017
12,Region I-ILOCOS REGION,26/11/2017
18,Region I-ILOCOS REGION,12/03/2017
14,Region I-ILOCOS REGION,12/10/2017
21,Region I-ILOCOS REGION,17/12/2017
12,Region I-ILOCOS REGION,24/12/2017
10,Region I-ILOCOS REGION,31/12/2017
125,REGION IV-A-CALABARZON,01/08/2017
111,REGION IV-A-CALABARZON,15/01/2017
91,REGION IV-A-CALABARZON,22/01/2017
90,REGION IV-A-CALABARZON,29/01/2017
88,REGION IV-A-CALABARZON,02/05/2017
95,REGION IV-A-CALABARZON,02/12/2017
56,REGION IV-A-CALABARZON,19/02/2017
73,REGION IV-A-CALABARZON,26/02/2017
78,REGION IV-A-CALABARZON,03/05/2017
67,REGION IV-A-CALABARZON,03/12/2017
60,REGION IV-A-CALABARZON,19/03/2017
53,REGION IV-A-CALABARZON,26/03/2017
50,REGION IV-A-CALABARZON,04/02/2017
35,REGION IV-A-CALABARZON,04/09/2017
18,REGION IV-A-CALABARZON,16/04/2017
43,REGION IV-A-CALABARZON,23/04/2017
24,REGION IV-A-CALABARZON,30/04/2017
25,REGION IV-A-CALABARZON,05/07/2017
34,REGION IV-A-CALABARZON,14/05/2017
20,REGION IV-A-CALABARZON,21/05/2017
37,REGION IV-A-CALABARZON,28/05/2017
31,REGION IV-A-CALABARZON,06/04/2017
40,REGION IV-A-CALABARZON,06/11/2017
47,REGION IV-A-CALABARZON,18/06/2017
87,REGION IV-A-CALABARZON,25/06/2017
109,REGION IV-A-CALABARZON,07/02/2017
107,REGION IV-A-CALABARZON,07/09/2017
141,REGION IV-A-CALABARZON,16/07/2017
199,REGION IV-A-CALABARZON,23/07/2017
171,REGION IV-A-CALABARZON,30/07/2017
174,REGION IV-A-CALABARZON,08/06/2017
181,REGION IV-A-CALABARZON,13/08/2017
172,REGION IV-A-CALABARZON,20/08/2017
216,REGION IV-A-CALABARZON,27/08/2017
120,REGION IV-A-CALABARZON,09/03/2017
147,REGION IV-A-CALABARZON,09/10/2017
148,REGION IV-A-CALABARZON,17/09/2017
156,REGION IV-A-CALABARZON,24/09/2017
108,REGION IV-A-CALABARZON,10/01/2017
106,REGION IV-A-CALABARZON,10/08/2017
116,REGION IV-A-CALABARZON,15/10/2017
113,REGION IV-A-CALABARZON,22/10/2017
143,REGION IV-A-CALABARZON,29/10/2017
150,REGION IV-A-CALABARZON,11/05/2017
161,REGION IV-A-CALABARZON,11/12/2017
155,REGION IV-A-CALABARZON,19/11/2017
138,REGION IV-A-CALABARZON,26/11/2017
155,REGION IV-A-CALABARZON,12/03/2017
168,REGION IV-A-CALABARZON,12/10/2017
158,REGION IV-A-CALABARZON,17/12/2017
91,REGION IV-A-CALABARZON,24/12/2017
83,REGION IV-A-CALABARZON,31/12/2017
20,REGION IV-A-CALABARZON,01/08/2017
7,REGION IV-A-CALABARZON,15/01/2017
10,REGION IV-A-CALABARZON,22/01/2017
11,REGION IV-A-CALABARZON,29/01/2017
9,REGION IV-A-CALABARZON,02/05/2017
13,REGION IV-A-CALABARZON,02/12/2017
7,REGION IV-A-CALABARZON,19/02/2017
9,REGION IV-A-CALABARZON,26/02/2017
9,REGION IV-A-CALABARZON,03/05/2017
6,REGION IV-A-CALABARZON,03/12/2017
4,REGION IV-A-CALABARZON,19/03/2017
7,REGION IV-A-CALABARZON,26/03/2017
3,REGION IV-A-CALABARZON,04/02/2017
2,REGION IV-A-CALABARZON,04/09/2017
5,REGION IV-A-CALABARZON,16/04/2017
4,REGION IV-A-CALABARZON,23/04/2017
1,REGION IV-A-CALABARZON,30/04/2017
0,REGION IV-A-CALABARZON,05/07/2017
1,REGION IV-A-CALABARZON,14/05/2017
0,REGION IV-A-CALABARZON,21/05/2017
0,REGION IV-A-CALABARZON,28/05/2017
1,REGION IV-A-CALABARZON,06/04/2017
1,REGION IV-A-CALABARZON,06/11/2017
4,REGION IV-A-CALABARZON,18/06/2017
3,REGION IV-A-CALABARZON,25/06/2017
2,REGION IV-A-CALABARZON,07/02/2017
5,REGION IV-A-CALABARZON,07/09/2017
4,REGION IV-A-CALABARZON,16/07/2017
9,REGION IV-A-CALABARZON,23/07/2017
9,REGION IV-A-CALABARZON,30/07/2017
12,REGION IV-A-CALABARZON,08/06/2017
4,REGION IV-A-CALABARZON,13/08/2017
4,REGION IV-A-CALABARZON,20/08/2017
5,REGION IV-A-CALABARZON,27/08/2017
0,REGION IV-A-CALABARZON,09/03/2017
4,REGION IV-A-CALABARZON,09/10/2017
0,REGION IV-A-CALABARZON,17/09/2017
3,REGION IV-A-CALABARZON,24/09/2017
6,REGION IV-A-CALABARZON,10/01/2017
3,REGION IV-A-CALABARZON,10/08/2017
3,REGION IV-A-CALABARZON,15/10/2017
4,REGION IV-A-CALABARZON,22/10/2017
4,REGION IV-A-CALABARZON,29/10/2017
2,REGION IV-A-CALABARZON,11/05/2017
5,REGION IV-A-CALABARZON,11/12/2017
2,REGION IV-A-CALABARZON,19/11/2017
4,REGION IV-A-CALABARZON,26/11/2017
3,REGION IV-A-CALABARZON,12/03/2017
3,REGION IV-A-CALABARZON,12/10/2017
2,REGION IV-A-CALABARZON,17/12/2017
5,REGION IV-A-CALABARZON,24/12/2017
4,REGION IV-A-CALABARZON,31/12/2017
1,REGION IVB-MIMAROPA,01/08/2017
6,REGION IVB-MIMAROPA,15/01/2017
0,REGION IVB-MIMAROPA,22/01/2017
3,REGION IVB-MIMAROPA,29/01/2017
3,REGION IVB-MIMAROPA,02/05/2017
2,REGION IVB-MIMAROPA,02/12/2017
5,REGION IVB-MIMAROPA,19/02/2017
2,REGION IVB-MIMAROPA,26/02/2017
1,REGION IVB-MIMAROPA,03/05/2017
3,REGION IVB-MIMAROPA,03/12/2017
0,REGION IVB-MIMAROPA,19/03/2017
0,REGION IVB-MIMAROPA,26/03/2017
1,REGION IVB-MIMAROPA,04/02/2017
1,REGION IVB-MIMAROPA,04/09/2017
0,REGION IVB-MIMAROPA,16/04/2017
1,REGION IVB-MIMAROPA,23/04/2017
0,REGION IVB-MIMAROPA,30/04/2017
0,REGION IVB-MIMAROPA,05/07/2017
0,REGION IVB-MIMAROPA,14/05/2017
0,REGION IVB-MIMAROPA,21/05/2017
0,REGION IVB-MIMAROPA,28/05/2017
0,REGION IVB-MIMAROPA,06/04/2017
0,REGION IVB-MIMAROPA,06/11/2017
0,REGION IVB-MIMAROPA,18/06/2017
0,REGION IVB-MIMAROPA,25/06/2017
0,REGION IVB-MIMAROPA,07/02/2017
1,REGION IVB-MIMAROPA,07/09/2017
0,REGION IVB-MIMAROPA,16/07/2017
2,REGION IVB-MIMAROPA,23/07/2017
1,REGION IVB-MIMAROPA,30/07/2017
3,REGION IVB-MIMAROPA,08/06/2017
2,REGION IVB-MIMAROPA,13/08/2017
4,REGION IVB-MIMAROPA,20/08/2017
0,REGION IVB-MIMAROPA,27/08/2017
