Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Philippines,PHL,2022,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,16.2480805111245
Philippines,PHL,2021,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,18.7655203694465
Philippines,PHL,2020,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,18.6338386370801
Philippines,PHL,2019,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,14.7780281734486
Philippines,PHL,2018,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,15.4698594340888
Philippines,PHL,2017,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,16.1876711463593
Philippines,PHL,2016,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,17.6042713433172
Philippines,PHL,2015,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,11.9075927570559
Philippines,PHL,2014,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,13.6180786706062
Philippines,PHL,2013,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,14.295449717699
Philippines,PHL,2012,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,14.6932115146509
Philippines,PHL,2011,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,14.665699489708
Philippines,PHL,2010,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,12.5738256910914
Philippines,PHL,2009,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,13.4691917610377
Philippines,PHL,2008,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,12.2868997467165
Philippines,PHL,2007,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,10.1099356850276
Philippines,PHL,2006,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,9.1575592647836
Philippines,PHL,2005,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,7.58873204841036
Philippines,PHL,2004,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,7.7117010232834
Philippines,PHL,2003,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,8.13625132368514
Philippines,PHL,2002,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,7.44394618834081
Philippines,PHL,2001,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,7.10948608572009
Philippines,PHL,2000,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,4.59156433529098
Philippines,PHL,1999,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,3.78670788253478
Philippines,PHL,2020,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,78.9950838572
Philippines,PHL,2019,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,78.9950838572
Philippines,PHL,2018,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,73.7521331696
Philippines,PHL,2017,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,74.0392874138
Philippines,PHL,2016,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,77.4821349075
Philippines,PHL,2015,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,78.6333491511
Philippines,PHL,2014,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,81.2222887957
Philippines,PHL,2013,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,80.4291449075
Philippines,PHL,2012,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,80.6072547716
Philippines,PHL,2011,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,80.7765973899
Philippines,PHL,2010,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,81.5150168722
Philippines,PHL,2009,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,82.2349464805
Philippines,PHL,2008,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,81.4775303374
Philippines,PHL,2007,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,82.4457642093
Philippines,PHL,2006,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,83.1347596836
Philippines,PHL,2020,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,9.4976257162
Philippines,PHL,2019,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,9.4976257162
Philippines,PHL,2018,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,8.6814718692
Philippines,PHL,2017,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,8.6218869396
Philippines,PHL,2016,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,10.4747190133
Philippines,PHL,2015,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,9.8725709193
Philippines,PHL,2014,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,7.9832234871
Philippines,PHL,2013,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,8.8493374543
Philippines,PHL,2012,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,8.6660810939
Philippines,PHL,2011,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,8.5654123889
Philippines,PHL,2010,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,8.5573955544
Philippines,PHL,2009,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,7.644772496
Philippines,PHL,2008,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,8.524773
Philippines,PHL,2007,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,8.5378423481
Philippines,PHL,2006,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,7.4122895964
Philippines,PHL,2020,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,11.5072904185
Philippines,PHL,2019,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,11.5072904185
Philippines,PHL,2018,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,17.5663949602
Philippines,PHL,2017,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,17.3388256488
Philippines,PHL,2016,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,12.0431460792
Philippines,PHL,2015,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,11.4940799296
Philippines,PHL,2014,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,10.7944877172
Philippines,PHL,2013,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,10.7215176383
Philippines,PHL,2012,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,10.7266641345
Philippines,PHL,2011,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,10.6579902212
Philippines,PHL,2010,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,9.9275875734
Philippines,PHL,2009,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,10.1202810236
Philippines,PHL,2008,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,9.9976966626
Philippines,PHL,2007,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,9.0163934426
Philippines,PHL,2006,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,9.4529507199
Philippines,PHL,2020,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,85.86714704
Philippines,PHL,2019,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,85.86714704
Philippines,PHL,2018,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,92.15781079
Philippines,PHL,2017,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,91.79128
Philippines,PHL,2016,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,87.11
Philippines,PHL,2015,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,86.4
Philippines,PHL,2014,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,84.432
Philippines,PHL,2013,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,84.447
Philippines,PHL,2012,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,84.248
Philippines,PHL,2011,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,84.059
Philippines,PHL,2010,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,83.273
Philippines,PHL,2009,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,81.556
Philippines,PHL,2008,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,82.489
Philippines,PHL,2007,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,81.496
Philippines,PHL,2006,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,78.89
Philippines,PHL,2020,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,17.9263354989562
Philippines,PHL,2019,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,17.9263354989562
Philippines,PHL,2018,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,19.2396264697286
Philippines,PHL,2017,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,19.1631064718163
Philippines,PHL,2016,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,18.1858037578288
Philippines,PHL,2015,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,18.0375782881002
Philippines,PHL,2014,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,17.6267223382046
Philippines,PHL,2013,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,17.6298538622129
Philippines,PHL,2012,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,17.5883089770355
Philippines,PHL,2011,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,17.5488517745303
Philippines,PHL,2010,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,17.3847599164927
Philippines,PHL,2009,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,17.0263048016701
Philippines,PHL,2008,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,17.2210855949896
Philippines,PHL,2007,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,17.0137787056367
Philippines,PHL,2006,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,16.4697286012526
Philippines,PHL,2020,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2019,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2018,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2017,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2016,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2015,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2014,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2013,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2012,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2011,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2010,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2009,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2008,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2007,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2006,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2005,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2004,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2003,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2002,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2001,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2000,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1999,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1998,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1997,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1996,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1995,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1994,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1993,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1992,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1991,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1990,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1989,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1988,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1987,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1986,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1985,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1984,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1983,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1982,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1981,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1980,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1979,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1978,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1977,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1976,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1975,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1974,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1973,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1972,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1971,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1970,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1969,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1968,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1967,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1966,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1965,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1964,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1963,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1962,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,1961,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,479
Philippines,PHL,2020,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,4269.50555925723
Philippines,PHL,2019,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,4339.5226583057
Philippines,PHL,2018,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,4411.9474579243
Philippines,PHL,2017,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,4487.60283789258
Philippines,PHL,2016,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,4567.33048953602
Philippines,PHL,2015,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,4649.06972745629
Philippines,PHL,2014,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,4727.35306984488
Philippines,PHL,2013,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,4804.40808353395
Philippines,PHL,2012,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,4886.14382132782
Philippines,PHL,2011,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,4972.08196735588
Philippines,PHL,2010,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,5061.46135695771
Philippines,PHL,2009,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,5153.47727759246
Philippines,PHL,2008,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,5249.18126470551
Philippines,PHL,2007,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,5348.28757713272
Philippines,PHL,2006,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,5449.2605302267
Philippines,PHL,2005,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,5552.89889724529
Philippines,PHL,2004,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,5661.43656695403
Philippines,PHL,2003,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,5775.06168495298
Philippines,PHL,2002,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,5892.80469109573
Philippines,PHL,2001,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,6015.61654053924
Philippines,PHL,2000,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,6144.31655272594
Philippines,PHL,1999,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,6282.04432778349
Philippines,PHL,1998,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,6430.22777316594
Philippines,PHL,1997,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,6587.0140359918
Philippines,PHL,1996,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,6751.71202062263
Philippines,PHL,1995,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,6916.92076362574
Philippines,PHL,1994,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,7080.53209474379
Philippines,PHL,1993,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,7248.4250602357
Philippines,PHL,1992,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,7421.34861707662
Philippines,PHL,1991,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,7598.3802664449
Philippines,PHL,1990,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,7781.16593315234
Philippines,PHL,1989,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,7966.42552457374
Philippines,PHL,1988,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,8152.36959174312
Philippines,PHL,1987,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,8342.74214090613
Philippines,PHL,1986,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,8536.82735637198
Philippines,PHL,1985,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,8738.85704506952
Philippines,PHL,1984,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,8950.76832629172
Philippines,PHL,1983,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,9172.78608631975
Philippines,PHL,1982,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,9403.49231177143
Philippines,PHL,1981,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,9641.83695714093
Philippines,PHL,1980,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,9892.69911783147
Philippines,PHL,1979,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,10158.1550517035
Philippines,PHL,1978,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,10437.8358343717
Philippines,PHL,1977,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,10728.7202106108
Philippines,PHL,1976,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,11017.9859995671
Philippines,PHL,1975,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,11298.6532925207
Philippines,PHL,1974,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,11573.3123187109
Philippines,PHL,1973,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,11854.6063956369
Philippines,PHL,1972,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,12153.5110745
Philippines,PHL,1971,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,12466.8983028517
Philippines,PHL,1970,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,12795.3119259306
Philippines,PHL,1969,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,13131.5011553802
Philippines,PHL,1968,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,13475.8858868735
Philippines,PHL,1967,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,13837.1892052476
Philippines,PHL,1966,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,14211.6471480028
Philippines,PHL,1965,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,14601.1932497495
Philippines,PHL,1964,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,15007.8539013308
Philippines,PHL,1963,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,15429.8563080941
Philippines,PHL,1962,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,15868.2943495058
Philippines,PHL,1961,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,16324.4935802992
Philippines,PHL,2022,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,245180000
